shape_id,meters
Q20A0028-6,205.7418884
Q20A0028-60,351.149741
Q20A0028-61,453.0861072
Q20A0028-7,413.3130088
Q20A0028-8,120.4417271
Q20A0028-9,675.567618
Q20A0029-1,35.75936893
Q20A0029-10,245.7967703
Q20A0029-11,190.7078047
Q20A0029-12,208.7509959
Q20A0029-13,262.7906419
Q20A0029-14,194.500321
Q20A0029-15,13.41322874
Q20A0029-16,236.2786588
Q20A0029-17,155.8756061
Q20A0029-18,191.475758
Q20A0029-19,164.5840289
Q20A0029-2,270.6758977
Q20A0029-20,278.1139182
Q20A0029-21,194.9448562
Q20A0029-22,287.0092311
Q20A0029-23,236.7428356
Q20A0029-24,156.3488236
Q20A0029-25,150.2438687
Q20A0029-26,289.5160806
Q20A0029-27,244.5594308
Q20A0029-28,289.0916114
Q20A0029-29,342.972455
Q20A0029-3,177.579587
Q20A0029-30,187.084224
Q20A0029-31,162.6074044
Q20A0029-32,350.3987277
Q20A0029-33,209.1609713
Q20A0029-34,223.700204
Q20A0029-35,269.3036933
Q20A0029-36,139.7699727
Q20A0029-37,193.1062325
Q20A0029-38,213.4662359
Q20A0029-39,249.0910229
Q20A0029-4,146.9758625
Q20A0029-40,568.063563
Q20A0029-41,351.149741
Q20A0029-42,453.0861072
Q20A0029-5,245.6019926
Q20A0029-6,243.079139
Q20A0029-7,349.2168348
Q20A0029-8,205.1288709
Q20A0029-9,129.8954026
Q20B0001-1,283.9302202
Q20B0001-10,397.8060454
Q20B0001-11,160.4098859
Q20B0001-12,260.8554438
Q20B0001-13,367.3607992
Q20B0001-14,272.5706828
Q20B0001-15,266.5253962
Q20B0001-16,253.7727585
Q20B0001-17,157.7671307
Q20B0001-18,235.3329281
Q20B0001-19,241.0520983
Q20B0001-2,462.686244
Q20B0001-20,239.4972355
Q20B0001-21,157.390738
Q20B0001-22,190.2158384
Q20B0001-23,282.056181
Q20B0001-24,196.1873696
Q20B0001-25,369.949072
Q20B0001-26,310.1025744
Q20B0001-27,139.8038238
Q20B0001-28,189.9078593
Q20B0001-29,8.814894529
Q20B0001-3,368.8038513
Q20B0001-30,202.7600784
Q20B0001-31,175.4698705
Q20B0001-32,560.6579186
Q20B0001-33,182.1579287
Q20B0001-34,216.0700507
Q20B0001-35,130.1802925
Q20B0001-36,149.3185951
Q20B0001-37,129.7844774
Q20B0001-38,260.7284683
Q20B0001-39,51.16550653
Q20B0001-4,268.1284696
Q20B0001-40,236.0818284
Q20B0001-41,509.2089526
Q20B0001-42,304.3035035
Q20B0001-43,238.812698
Q20B0001-44,336.9264209
Q20B0001-45,204.3075777
Q20B0001-46,238.5445373
Q20B0001-47,230.1968703
Q20B0001-48,282.6412798
Q20B0001-49,151.8975052
Q20B0001-5,193.6140976
Q20B0001-50,259.3136212
Q20B0001-51,285.7725569
Q20B0001-52,388.8815452
Q20B0001-53,71.60321231
Q20B0001-54,227.4775145
Q20B0001-55,240.0052384
Q20B0001-56,255.8679874
Q20B0001-57,220.2303872
Q20B0001-58,169.7163096
Q20B0001-59,272.8044908
Q20B0001-6,184.2726636
Q20B0001-60,154.0867817
Q20B0001-61,170.4970132
Q20B0001-7,219.6311126
Q20B0001-8,209.1355413
Q20B0001-9,229.2351695
Q20B0020-1,51.16550653
Q20B0020-10,282.6412798
Q20B0020-11,151.8975052
Q20B0020-12,259.3136212
Q20B0020-13,285.7725569
Q20B0020-14,388.8815452
Q20B0020-15,71.60321231
Q20B0020-16,227.4775145
Q20B0020-17,240.0052384
Q20B0020-18,255.8679874
Q20B0020-19,220.2303872
Q20B0020-2,236.0818284
Q20B0020-20,169.7163096
Q20B0020-21,272.8044908
Q20B0020-22,154.0867817
Q20B0020-23,170.4970132
Q20B0020-3,509.2089526
Q20B0020-4,304.3035035
Q20B0020-5,238.812698
Q20B0020-6,336.9264209
Q20B0020-7,204.3075777
Q20B0020-8,238.5445373
Q20B0020-9,230.1968703
Q20B0026-1,155.9392647
Q20B0026-10,272.0820415
Q20B0026-11,248.0729344
Q20B0026-12,392.5122606
Q20B0026-13,173.909952
Q20B0026-14,261.4376101
Q20B0026-15,157.4765041
Q20B0026-16,158.8743509
Q20B0026-17,271.0038792
Q20B0026-18,298.8174383
Q20B0026-19,248.2870063
Q20B0026-2,194.6507223
Q20B0026-20,141.9469569
Q20B0026-21,443.2528879
Q20B0026-22,248.933929
Q20B0026-23,35.75936893
Q20B0026-24,270.6758977
Q20B0026-25,177.579587
Q20B0026-26,146.9758625
Q20B0026-27,245.6019926
Q20B0026-28,243.079139
Q20B0026-29,349.2168348
Q20B0026-3,247.0858541
Q20B0026-30,205.1288709
Q20B0026-31,129.8954026
Q20B0026-32,245.7967703
Q20B0026-33,190.7078047
Q20B0026-34,208.7509959
Q20B0026-35,262.7906419
Q20B0026-36,194.500321
Q20B0026-37,13.41322874
Q20B0026-38,236.2786588
Q20B0026-39,155.8756061
Q20B0026-4,249.6931852
Q20B0026-40,191.475758
Q20B0026-41,164.5840289
Q20B0026-42,278.1139182
Q20B0026-43,194.9448562
Q20B0026-44,287.0092311
Q20B0026-45,236.7428356
Q20B0026-46,156.3488236
Q20B0026-47,150.2438687
Q20B0026-48,289.5160806
Q20B0026-49,244.5594308
Q20B0026-5,169.6464353
Q20B0026-50,289.0916114
Q20B0026-51,342.972455
Q20B0026-52,187.084224
Q20B0026-53,162.6074044
Q20B0026-54,350.3987277
Q20B0026-55,209.1609713
Q20B0026-56,223.700204
Q20B0026-57,269.3036933
Q20B0026-58,139.7699727
Q20B0026-59,193.1062325
Q20B0026-6,193.1032078
Q20B0026-60,213.4662359
Q20B0026-61,249.0910229
Q20B0026-62,568.063563
Q20B0026-63,351.149741
Q20B0026-64,453.0861072
Q20B0026-7,308.9128033
Q20B0026-8,122.488295
Q20B0026-9,381.8049953
Q240063-1,460.7113251
Q240063-10,191.8602775
Q240063-11,327.4441513
Q240063-12,198.4386412
Q240063-13,244.320499
Q240063-14,205.8257121
Q240063-15,223.4464637
Q240063-16,193.0738128
Q240063-17,182.475599
Q240063-18,150.0681889
Q240063-19,223.4777267
Q240063-2,323.7857809
Q240063-20,252.898427
Q240063-21,237.4178925
Q240063-22,332.127527
Q240063-23,153.5609588
Q240063-24,112.8579615
Q240063-25,259.4657867
Q240063-26,177.2590729
Q240063-27,132.0479606
Q240063-28,161.1562866
Q240063-29,145.2403883
Q240063-3,237.7479285
Q240063-30,240.0499353
Q240063-31,188.1344729
Q240063-32,117.9140843
Q240063-33,188.9987156
Q240063-34,161.5580161
Q240063-35,143.9288658
Q240063-36,155.0939669
Q240063-37,155.052094
Q240063-38,237.3967963
Q240063-39,257.8425161
Q240063-4,329.7327104
Q240063-40,287.5644019
Q240063-41,190.3998013
Q240063-42,165.09118
Q240063-43,161.2611276
Q240063-44,119.772999
Q240063-45,200.9337163
Q240063-46,154.5519037
Q240063-47,154.8067437
Q240063-48,156.9528437
Q240063-49,103.7445172
Q240063-5,353.3112155
Q240063-50,248.1035837
Q240063-51,420.3523984
Q240063-52,144.291735
Q240063-53,363.3115084
Q240063-54,118.5037057
Q240063-55,91.71712895
Q240063-56,224.5865923
Q240063-57,159.6926167
Q240063-58,162.4925628
Q240063-59,153.4753493
Q240063-6,262.9484062
Q240063-60,158.3581971
Q240063-61,166.3919415
Q240063-62,70.06332831
Q240063-63,246.6103408
Q240063-64,231.7529705
Q240063-65,238.294399
Q240063-66,163.1789129
Q240063-67,206.4266208
Q240063-68,240.6614613
Q240063-7,230.3131435
Q240063-8,266.6789918
Q240063-9,118.5548352
Q240066-1,460.7113251
Q240066-10,191.8602775
Q240066-11,327.4441513
Q240066-12,198.4386412
Q240066-13,244.320499
Q240066-14,205.8257121
Q240066-15,223.4464637
Q240066-16,193.0738128
Q240066-17,182.475599
Q240066-18,150.0681889
Q240066-19,223.4777267
Q240066-2,323.7857809
Q240066-20,252.898427
Q240066-21,237.4178925
Q240066-22,332.127527
Q240066-23,153.5609588
Q240066-24,112.8579615
Q240066-25,259.4657867
Q240066-26,177.2590729
Q240066-27,132.0479606
Q240066-28,161.1562866
Q240066-29,145.2403883
Q240066-3,237.7479285
Q240066-30,240.0499353
Q240066-31,188.1344729
Q240066-32,117.9140843
Q240066-33,188.9987156
Q240066-34,161.5580161
Q240066-35,143.9288658
Q240066-36,155.0939669
Q240066-37,155.052094
Q240066-38,237.3967963
Q240066-39,257.8425161
Q240066-4,329.7327104
Q240066-40,287.5644019
Q240066-41,190.3998013
Q240066-42,165.09118
Q240066-43,161.2611276
Q240066-44,119.772999
Q240066-45,200.9337163
Q240066-46,154.5519037
Q240066-47,154.8067437
Q240066-48,156.9528437
Q240066-49,103.7445172
Q240066-5,353.3112155
Q240066-50,248.1035837
Q240066-51,420.3523984
Q240066-52,144.291735
Q240066-53,363.3115084
Q240066-6,262.9484062
Q240066-7,230.3131435
Q240066-8,266.6789918
Q240066-9,118.5548352
Q240070-1,81.3660806
Q240070-10,145.8933924
Q240070-11,264.6885642
Q240070-12,227.5305113
Q240070-13,80.81941707
Q240070-14,497.1734871
Q240070-15,521.0725134
Q240070-16,160.0262527
Q240070-17,157.4825723
Q240070-18,143.7724018
Q240070-19,169.3512125
Q240070-2,196.5956684
Q240070-20,185.1608472
Q240070-21,244.6060977
Q240070-22,164.0946648
Q240070-23,161.526034
Q240070-24,195.2557271
Q240070-25,486.2586182
Q240070-26,308.7023769
Q240070-27,32.88197109
Q240070-28,157.1766426
Q240070-29,167.5703297
Q240070-3,264.0708351
Q240070-30,170.2445038
Q240070-31,157.7415312
Q240070-32,115.6624827
Q240070-33,169.4600969
Q240070-34,142.0163715
Q240070-35,200.6890842
Q240070-36,153.3357046
Q240070-37,153.2099666
Q240070-38,153.6099656
Q240070-39,176.79721
Q240070-4,352.5820167
Q240070-40,133.7457429
Q240070-41,218.9127298
Q240070-42,176.8923571
Q240070-43,100.5981064
Q240070-44,213.1211793
Q240070-45,157.4740078
Q240070-46,252.3072782
Q240070-47,228.8967634
Q240070-48,219.3008584
Q240070-49,160.1372404
Q240070-5,217.7503962
Q240070-50,192.6658315
Q240070-51,182.8595194
Q240070-52,43.28660031
Q240070-53,393.3190009
Q240070-54,137.583743
Q240070-55,172.8849608
Q240070-56,342.8413739
Q240070-57,325.0104028
Q240070-58,214.8424103
Q240070-59,280.9064205
Q240070-6,253.4079267
Q240070-60,249.0910229
Q240070-61,284.2054686
Q240070-62,283.8580984
Q240070-63,280.5450802
Q240070-7,209.7841194
Q240070-8,205.3808788
Q240070-9,145.2239365
Q240071-1,497.1734871
Q240071-10,161.526034
Q240071-11,195.2557271
Q240071-12,486.2586182
Q240071-13,308.7023769
Q240071-14,32.88197109
Q240071-15,157.1766426
Q240071-16,167.5703297
Q240071-17,170.2445038
Q240071-18,157.7415312
Q240071-19,115.6624827
Q240071-2,521.0725134
Q240071-20,169.4600969
Q240071-21,142.0163715
Q240071-22,200.6890842
Q240071-23,153.3357046
Q240071-24,153.2099666
Q240071-25,153.6099656
Q240071-26,176.79721
Q240071-27,133.7457429
Q240071-28,218.9127298
Q240071-29,176.8923571
Q240071-3,160.0262527
Q240071-30,100.5981064
Q240071-31,213.1211793
Q240071-32,157.4740078
Q240071-33,252.3072782
Q240071-34,228.8967634
Q240071-35,219.3008584
Q240071-36,160.1372404
Q240071-37,192.6658315
Q240071-38,182.8595194
Q240071-39,43.28660031
Q240071-4,157.4825723
Q240071-40,393.3190009
Q240071-41,137.583743
Q240071-42,172.8849608
Q240071-43,342.8413739
Q240071-44,325.0104028
Q240071-45,214.8424103
Q240071-46,280.9064205
Q240071-47,249.0910229
Q240071-48,284.2054686
Q240071-49,283.8580984
Q240071-5,143.7724018
Q240071-50,280.5450802
Q240071-6,169.3512125
Q240071-7,185.1608472
Q240071-8,244.6060977
Q240071-9,164.0946648
Q240072-1,81.3660806
Q240072-10,145.8933924
Q240072-11,264.6885642
Q240072-12,227.5305113
Q240072-13,80.81941707
Q240072-14,497.1734871
Q240072-15,521.0725134
Q240072-16,160.0262527
Q240072-17,157.4825723
Q240072-18,143.7724018
Q240072-19,169.3512125
Q240072-2,196.5956684
Q240072-20,185.1608472
Q240072-21,244.6060977
Q240072-22,164.0946648
Q240072-23,161.526034
Q240072-24,195.2557271
Q240072-25,486.2586182
Q240072-26,308.7023769
Q240072-27,32.88197109
Q240072-28,157.1766426
Q240072-29,167.5703297
Q240072-3,264.0708351
Q240072-30,170.2445038
Q240072-31,157.7415312
Q240072-32,115.6624827
Q240072-33,169.4600969
Q240072-34,142.0163715
Q240072-35,200.6890842
Q240072-36,153.3357046
Q240072-37,153.2099666
Q240072-38,153.6099656
Q240072-39,176.79721
Q240072-4,352.5820167
Q240072-40,133.7457429
Q240072-41,218.9127298
Q240072-42,176.8923571
Q240072-43,100.5981064
Q240072-44,213.1211793
Q240072-45,157.4740078
Q240072-46,252.3072782
Q240072-47,228.8967634
Q240072-48,219.3008584
Q240072-49,160.1372404
Q240072-5,217.7503962
Q240072-50,192.6658315
Q240072-51,182.8595194
Q240072-52,43.28660031
Q240072-53,393.3190009
Q240072-54,137.583743
Q240072-55,172.8849608
Q240072-56,342.8413739
Q240072-57,325.0104028
Q240072-58,214.8424103
Q240072-59,280.9064205
Q240072-6,253.4079267
Q240072-60,249.0910229
Q240072-61,284.2054686
Q240072-62,283.8580984
Q240072-63,280.5450802
Q240072-7,209.7841194
Q240072-8,205.3808788
Q240072-9,145.2239365
Q240073-1,460.7113251
Q240073-10,191.8602775
Q240073-11,327.4441513
Q240073-12,198.4386412
Q240073-13,244.320499
Q240073-14,205.8257121
Q240073-15,223.4464637
Q240073-16,193.0738128
Q240073-17,182.475599
Q240073-18,150.0681889
Q240073-19,223.4777267
Q240073-2,323.7857809
Q240073-20,252.898427
Q240073-21,237.4178925
Q240073-22,332.127527
Q240073-23,153.5609588
Q240073-24,112.8579615
Q240073-25,259.4657867
Q240073-26,177.2590729
Q240073-27,132.0479606
Q240073-28,161.1562866
Q240073-29,145.2403883
Q240073-3,237.7479285
Q240073-30,240.0499353
Q240073-31,188.1344729
Q240073-32,117.9140843
Q240073-33,188.9987156
Q240073-34,161.5580161
Q240073-35,143.9288658
Q240073-36,155.0939669
Q240073-37,155.052094
Q240073-38,237.3967963
Q240073-39,257.8425161
Q240073-4,329.7327104
Q240073-40,287.5644019
Q240073-41,190.3998013
Q240073-42,165.09118
Q240073-43,161.2611276
Q240073-44,119.772999
Q240073-45,200.9337163
Q240073-46,154.5519037
Q240073-47,154.8067437
Q240073-48,156.9528437
Q240073-49,103.7445172
Q240073-5,353.3112155
Q240073-50,248.1035837
Q240073-51,420.3523984
Q240073-52,144.291735
Q240073-53,363.3115084
Q240073-54,118.5037057
Q240073-55,91.71712895
Q240073-56,224.5865923
Q240073-57,159.6926167
Q240073-58,162.4925628
Q240073-59,153.4753493
Q240073-6,262.9484062
Q240073-60,158.3581971
Q240073-61,166.3919415
Q240073-62,70.06332831
Q240073-63,246.6103408
Q240073-64,231.7529705
Q240073-65,238.294399
Q240073-66,163.1789129
Q240073-67,206.4266208
Q240073-68,113.1494913
Q240073-69,127.51197
Q240073-7,230.3131435
Q240073-8,266.6789918
Q240073-9,118.5548352
Q260081-1,342.1127866
Q260081-10,158.1476067
Q260081-11,161.4025815
Q260081-12,196.2489083
Q260081-13,126.3631205
Q260081-14,200.6837939
Q260081-15,193.7761439
Q260081-16,158.7039519
Q260081-17,103.6331208
Q260081-18,94.79962513
Q260081-19,210.1788179
Q260081-2,188.3417588
Q260081-20,292.2282971
Q260081-21,116.6799295
Q260081-22,245.3402868
Q260081-23,213.1593636
Q260081-24,337.331296
Q260081-25,146.7880309
Q260081-3,168.002461
Q260081-4,263.5532346
Q260081-5,197.1150954
Q260081-6,175.6637961
Q260081-7,264.0927584
Q260081-8,138.5229011
Q260081-9,197.1140394
Q260092-1,342.1127866
Q260092-10,158.1476067
Q260092-11,161.4025815
Q260092-12,196.2489083
Q260092-13,126.3631205
Q260092-14,200.6837939
Q260092-15,193.7761439
Q260092-16,158.7039519
Q260092-17,103.6331208
Q260092-18,94.79962513
Q260092-19,210.1788179
Q260092-2,188.3417588
Q260092-20,292.2282971
Q260092-21,116.6799295
Q260092-22,245.3402868
Q260092-23,213.1593636
Q260092-24,337.331296
Q260092-25,146.7880309
Q260092-26,569.0893833
Q260092-27,386.3342278
Q260092-3,168.002461
Q260092-4,263.5532346
Q260092-5,197.1150954
Q260092-6,175.6637961
Q260092-7,264.0927584
Q260092-8,138.5229011
Q260092-9,197.1140394
Q260095-1,393.8794748
Q260095-10,139.7193048
Q260095-11,240.1285218
Q260095-12,117.0682549
Q260095-13,159.8717925
Q260095-14,155.3880591
Q260095-15,162.7966665
Q260095-16,158.2468529
Q260095-17,160.0928941
Q260095-18,163.8861765
Q260095-19,274.8627123
Q260095-2,249.2954188
Q260095-20,207.4218945
Q260095-21,172.7001943
Q260095-22,155.9366023
Q260095-23,226.2977211
Q260095-24,263.9004663
Q260095-25,161.2375298
Q260095-26,230.1500326
Q260095-27,182.6201578
Q260095-28,207.2096083
Q260095-3,183.4647427
Q260095-4,194.6754384
Q260095-5,182.3623492
Q260095-6,201.817894
Q260095-7,148.3329253
Q260095-8,148.6614967
Q260095-9,212.5262904
Q270747-1,286.9962891
Q270747-10,204.2171474
Q270747-11,238.0270832
Q270747-12,89.43969289
Q270747-13,233.7621382
Q270747-14,156.2944388
Q270747-15,250.2421815
Q270747-16,149.4146098
Q270747-17,146.7530806
Q270747-18,159.7014728
Q270747-19,303.4806979
Q270747-2,311.0194584
Q270747-20,157.5141273
Q270747-21,158.0114481
Q270747-22,317.4685999
Q270747-23,130.5484607
Q270747-24,142.1968394
Q270747-25,382.8893975
Q270747-26,215.8265996
Q270747-27,205.7356279
Q270747-28,302.6775319
Q270747-29,387.29216
Q270747-3,213.3136955
Q270747-30,137.1278302
Q270747-31,207.2359626
Q270747-32,294.9522358
Q270747-33,160.2307263
Q270747-34,105.5869463
Q270747-35,151.6750589
Q270747-36,171.8561465
Q270747-37,304.7168173
Q270747-38,247.340193
Q270747-39,178.9862671
Q270747-4,47.76285919
Q270747-40,125.0412389
Q270747-41,115.0762164
Q270747-42,143.4803664
Q270747-43,157.5029643
Q270747-44,249.2482762
Q270747-45,129.7078876
Q270747-46,265.1333195
Q270747-47,247.0205322
Q270747-48,133.771284
Q270747-49,206.4000668
Q270747-5,279.519772
Q270747-50,162.1698089
Q270747-51,241.1678488
Q270747-52,188.5302533
Q270747-53,264.0927584
Q270747-54,138.5229011
Q270747-55,197.1140394
Q270747-56,158.1476067
Q270747-57,161.4025815
Q270747-58,196.2489083
Q270747-59,126.3631205
Q270747-6,200.2027827
Q270747-60,200.6837939
Q270747-61,193.7761439
Q270747-62,158.7039519
Q270747-63,103.6331208
Q270747-64,94.79962513
Q270747-65,250.7670709
Q270747-66,153.5019451
Q270747-67,275.9417114
Q270747-68,234.1587417
Q270747-69,245.2859224
Q270747-7,171.4130164
Q270747-70,144.3477755
Q270747-71,184.3275465
Q270747-72,162.3841583
Q270747-73,526.1456328
Q270747-74,208.7421702
Q270747-8,118.2968766
Q270747-9,296.98602
Q270748-1,149.4146098
Q270748-10,382.8893975
Q270748-11,215.8265996
Q270748-12,205.7356279
Q270748-13,302.6775319
Q270748-14,387.29216
Q270748-15,137.1278302
Q270748-16,207.2359626
Q270748-17,294.9522358
Q270748-18,160.2307263
Q270748-19,105.5869463
Q270748-2,146.7530806
Q270748-20,151.6750589
Q270748-21,171.8561465
Q270748-22,304.7168173
Q270748-23,247.340193
Q270748-24,178.9862671
Q270748-25,125.0412389
Q270748-26,115.0762164
Q270748-27,143.4803664
Q270748-28,157.5029643
Q270748-29,249.2482762
Q270748-3,159.7014728
Q270748-30,129.7078876
Q270748-31,265.1333195
Q270748-32,247.0205322
Q270748-33,133.771284
Q270748-34,206.4000668
Q270748-35,162.1698089
Q270748-36,241.1678488
Q270748-37,188.5302533
Q270748-38,264.0927584
Q270748-39,138.5229011
Q270748-4,303.4806979
Q270748-40,197.1140394
Q270748-41,158.1476067
Q270748-42,161.4025815
Q270748-43,196.2489083
Q270748-44,126.3631205
Q270748-45,200.6837939
Q270748-46,193.7761439
Q270748-47,158.7039519
Q270748-48,103.6331208
Q270748-49,94.79962513
Q270748-5,157.5141273
Q270748-50,250.7670709
Q270748-51,153.5019451
Q270748-52,275.9417114
Q270748-53,234.1587417
Q270748-54,245.2859224
Q270748-55,144.3477755
Q270748-56,184.3275465
Q270748-57,162.3841583
Q270748-58,526.1456328
Q270748-59,208.7421702
Q270748-6,158.0114481
Q270748-7,317.4685999
Q270748-8,130.5484607
Q270748-9,142.1968394
Q270749-1,151.6750589
Q270749-10,249.2482762
Q270749-11,129.7078876
Q270749-12,265.1333195
Q270749-13,247.0205322
Q270749-14,133.771284
Q270749-15,206.4000668
Q270749-16,162.1698089
Q270749-17,241.1678488
Q270749-18,188.5302533
Q270749-19,264.0927584
Q270749-2,171.8561465
Q270749-20,138.5229011
Q270749-21,197.1140394
Q270749-22,158.1476067
Q270749-23,161.4025815
Q270749-24,196.2489083
Q270749-25,126.3631205
Q270749-26,200.6837939
Q270749-27,193.7761439
Q270749-28,158.7039519
Q270749-29,103.6331208
Q270749-3,304.7168173
Q270749-30,94.79962513
Q270749-31,250.7670709
Q270749-32,153.5019451
Q270749-33,275.9417114
Q270749-34,234.1587417
Q270749-35,245.2859224
Q270749-36,144.3477755
Q270749-37,184.3275465
Q270749-38,162.3841583
Q270749-39,526.1456328
Q270749-4,247.340193
Q270749-40,208.7421702
Q270749-5,178.9862671
Q270749-6,125.0412389
Q270749-7,115.0762164
Q270749-8,143.4803664
Q270749-9,157.5029643
Q270750-1,286.9962891
Q270750-10,204.2171474
Q270750-11,238.0270832
Q270750-12,89.43969289
Q270750-13,233.7621382
Q270750-14,156.2944388
Q270750-15,250.2421815
Q270750-16,149.4146098
Q270750-17,146.7530806
Q270750-18,159.7014728
Q270750-19,303.4806979
Q270750-2,311.0194584
Q270750-20,157.5141273
Q270750-21,158.0114481
Q270750-22,317.4685999
Q270750-23,130.5484607
Q270750-24,142.1968394
Q270750-25,382.8893975
Q270750-26,215.8265996
Q270750-27,205.7356279
Q270750-28,302.6775319
Q270750-29,387.29216
Q270750-3,213.3136955
Q270750-30,137.1278302
Q270750-31,207.2359626
Q270750-32,294.9522358
Q270750-33,160.2307263
Q270750-34,105.5869463
Q270750-35,151.6750589
Q270750-36,171.8561465
Q270750-37,341.4623258
Q270750-38,540.6311229
Q270750-39,247.340193
Q270750-4,47.76285919
Q270750-40,178.9862671
Q270750-41,125.0412389
Q270750-42,115.0762164
Q270750-43,143.4803664
Q270750-44,157.5029643
Q270750-45,249.2482762
Q270750-46,129.7078876
Q270750-47,265.1333195
Q270750-48,247.0205322
Q270750-49,133.771284
Q270750-5,279.519772
Q270750-50,206.4000668
Q270750-51,162.1698089
Q270750-52,241.1678488
Q270750-53,188.5302533
Q270750-54,264.0927584
Q270750-55,138.5229011
Q270750-56,197.1140394
Q270750-57,158.1476067
Q270750-58,161.4025815
Q270750-59,196.2489083
Q270750-6,200.2027827
Q270750-60,126.3631205
Q270750-61,200.6837939
Q270750-62,193.7761439
Q270750-63,158.7039519
Q270750-64,103.6331208
Q270750-65,94.79962513
Q270750-66,250.7670709
Q270750-67,153.5019451
Q270750-68,275.9417114
Q270750-69,234.1587417
Q270750-7,171.4130164
Q270750-70,245.2859224
Q270750-71,144.3477755
Q270750-72,184.3275465
Q270750-73,162.3841583
Q270750-74,526.1456328
Q270750-75,208.7421702
Q270750-8,118.2968766
Q270750-9,296.98602
Q270751-1,149.4146098
Q270751-10,382.8893975
Q270751-11,215.8265996
Q270751-12,205.7356279
Q270751-13,302.6775319
Q270751-14,387.29216
Q270751-15,137.1278302
Q270751-16,207.2359626
Q270751-17,294.9522358
Q270751-18,160.2307263
Q270751-19,105.5869463
Q270751-2,146.7530806
Q270751-20,151.6750589
Q270751-21,171.8561465
Q270751-22,341.4623258
Q270751-23,540.6311229
Q270751-24,247.340193
Q270751-25,178.9862671
Q270751-26,125.0412389
Q270751-27,115.0762164
Q270751-28,143.4803664
Q270751-29,157.5029643
Q270751-3,159.7014728
Q270751-30,249.2482762
Q270751-31,129.7078876
Q270751-32,265.1333195
Q270751-33,247.0205322
Q270751-34,133.771284
Q270751-35,206.4000668
Q270751-36,162.1698089
Q270751-37,241.1678488
Q270751-38,188.5302533
Q270751-39,264.0927584
Q270751-4,303.4806979
Q270751-40,138.5229011
Q270751-41,197.1140394
Q270751-42,158.1476067
Q270751-43,161.4025815
Q270751-44,196.2489083
Q270751-45,126.3631205
Q270751-46,200.6837939
Q270751-47,193.7761439
Q270751-48,158.7039519
Q270751-49,103.6331208
Q270751-5,157.5141273
Q270751-50,94.79962513
Q270751-51,250.7670709
Q270751-52,153.5019451
Q270751-53,275.9417114
Q270751-54,234.1587417
Q270751-55,245.2859224
Q270751-56,144.3477755
Q270751-57,184.3275465
Q270751-58,162.3841583
Q270751-59,526.1456328
Q270751-6,158.0114481
Q270751-60,208.7421702
Q270751-7,317.4685999
Q270751-8,130.5484607
Q270751-9,142.1968394
Q270752-1,151.6750589
Q270752-10,157.5029643
Q270752-11,249.2482762
Q270752-12,129.7078876
Q270752-13,265.1333195
Q270752-14,247.0205322
Q270752-15,133.771284
Q270752-16,206.4000668
Q270752-17,162.1698089
Q270752-18,241.1678488
Q270752-19,188.5302533
Q270752-2,171.8561465
Q270752-20,264.0927584
Q270752-21,138.5229011
Q270752-22,197.1140394
Q270752-23,158.1476067
Q270752-24,161.4025815
Q270752-25,196.2489083
Q270752-26,126.3631205
Q270752-27,200.6837939
Q270752-28,193.7761439
Q270752-29,158.7039519
Q270752-3,341.4623258
Q270752-30,103.6331208
Q270752-31,94.79962513
Q270752-32,250.7670709
Q270752-33,153.5019451
Q270752-34,275.9417114
Q270752-35,234.1587417
Q270752-36,245.2859224
Q270752-37,144.3477755
Q270752-38,184.3275465
Q270752-39,162.3841583
Q270752-4,540.6311229
Q270752-40,526.1456328
Q270752-41,208.7421702
Q270752-5,247.340193
Q270752-6,178.9862671
Q270752-7,125.0412389
Q270752-8,115.0762164
Q270752-9,143.4803664
Q270753-1,598.0156981
Q270753-10,799.5467503
Q270753-11,105.5869463
Q270753-12,151.6750589
Q270753-13,513.3184715
Q270753-14,"1,350.56"
Q270753-15,"1,182.38"
Q270753-16,"1,062.36"
Q270753-17,977.7990778
Q270753-18,"1,431.81"
Q270753-19,479.4446637
Q270753-2,540.5961225
Q270753-20,491.059475
Q270753-21,526.1456328
Q270753-22,208.7421702
Q270753-3,200.2027827
Q270753-4,586.6959028
Q270753-5,531.6839228
Q270753-6,640.298754
Q270753-7,"1,522.89"
Q270753-8,740.9128347
Q270753-9,895.7051616
Q270754-1,221.6160819
Q270754-10,150.5365346
Q270754-11,224.0981892
Q270754-12,302.1402183
Q270754-13,117.0682549
Q270754-14,159.8717925
Q270754-15,155.3880591
Q270754-16,162.7966665
Q270754-17,158.2468529
Q270754-18,160.0928941
Q270754-19,163.8861765
Q270754-2,289.3521911
Q270754-20,274.8627123
Q270754-21,207.4218945
Q270754-22,172.7001943
Q270754-23,177.2457348
Q270754-24,183.1019434
Q270754-25,243.2706772
Q270754-26,261.6706006
Q270754-27,138.7141377
Q270754-28,120.3326596
Q270754-29,268.6924252
Q270754-3,183.7339031
Q270754-30,164.1015283
Q270754-31,231.6198097
Q270754-32,216.7870324
Q270754-33,143.976906
Q270754-34,265.6075788
Q270754-35,209.9301159
Q270754-36,194.2154435
Q270754-37,174.254233
Q270754-38,298.0777615
Q270754-39,101.6701992
Q270754-4,283.3158749
Q270754-40,105.9043695
Q270754-41,161.1294357
Q270754-42,256.1862867
Q270754-43,324.288531
Q270754-44,304.9439793
