"shape_id","segment_id","meters_accumulated"
"S740271","61",20330.819999999996
"S740271","62",20578.519999999997
"S740271","63",20854.379999999997
"S740271","64",21317.289999999997
"S740271","65",21478.37
"S740271","66",21701.899999999998
"S740271","67",21865.909999999996
"S740271","68",22024.619999999995
"S740271","69",22223.459999999995
"S740271","2",2536.6600000000003
"S740271","6",3481.3900000000003
"S740271","91",27302.67
"S740271","90",27077.92
"S740271","93",27942.039999999997
"S740271","92",27582.339999999997
"S740271","11",5430.139999999999
"S740271","10",4956.4
"S740271","13",6107.929999999999
"S740271","12",5696.5599999999995
"S740271","15",7145.8099999999995
"S740271","14",6411.969999999999
"S740271","17",7674.509999999999
"S740271","16",7444.539999999999
"S740271","19",8273.589999999998
"S740271","18",7870.789999999999
"S740271","48",17496.59
"S740271","49",17760.43
"S740271","46",16992.010000000002
"S740271","47",17192.11
"S740271","44",16523.02
"S740271","45",16802.79
"S740271","42",15832.960000000001
"S740271","43",16174.660000000002
"S740271","40",15444.82
"S740271","41",15695.43
"S740271","1",2105.78
"S740271","5",3374.1400000000003
"S740271","9",4486.54
"S740271","77",23904.850000000002
"S740271","76",23740.530000000002
"S740271","75",23558.38
"S740271","74",23260.34
"S740271","73",23071.55
"S740271","72",22851.719999999998
"S740271","71",22591.389999999996
"S740271","70",22426.709999999995
"S740271","79",24244.770000000004
"S740271","78",24022.620000000003
"B490179","24",4702.42
"B490179","25",4921.8
"B490179","20",3909.2999999999997
"B490179","21",4099.96
"B490179","22",4297.31
"B490179","23",4498.02
"B490179","1",257.26
"B490179","3",724.25
"B490179","2",513.88
"B490179","5",1040.25
"B490179","4",922.77
"B490179","7",1561.9899999999998
"B490179","6",1378.62
"B490179","9",1862.8999999999999
"B490179","8",1723.6899999999998
"B490179","11",2231.69
"B490179","10",2052.98
"B490179","13",2544.98
"B490179","12",2343.81
"B490179","15",3015.0
"B490179","14",2771.73
"B490179","17",3314.64
"B490179","16",3213.93
"B490179","19",3705.8799999999997
"B490179","18",3440.0499999999997
"X380116","24",26368.780000000002
"X380116","25",26773.340000000004
"X380116","26",27268.330000000005
"X380116","27",27696.030000000006
"X380116","20",25053.530000000002
"X380116","21",25409.49
"X380116","22",25741.190000000002
"X380116","23",26094.000000000004
"X380116","28",27988.290000000005
"X380116","1",333.51
"X380116","3",1139.9199999999998
"X380116","2",765.8499999999999
"X380116","5",1675.9099999999999
"X380116","4",1275.9799999999998
"X380116","7",2315.81
"X380116","6",1843.29
"X380116","9",3380.54
"X380116","8",2881.59
"X380116","11",4287.66
"X380116","10",3609.89
"X380116","13",5055.54
"X380116","12",4589.97
"X380116","15",11624.44
"X380116","14",5612.39
"X380116","17",21112.37
"X380116","16",17513.09
"X380116","19",24777.83
"X380116","18",24342.75
"S520095","11",2470.6
"S520095","10",2229.67
"S520095","13",2968.46
"S520095","12",2757.42
"S520095","15",3271.66
"S520095","14",3142.35
"S520095","17",3621.86
"S520095","16",3510.06
"S520095","19",4129.3
"S520095","18",3787.28
"S520095","21",4832.21
"S520095","1",283.67
"S520095","3",872.01
"S520095","2",600.94
"S520095","5",1245.19
"S520095","4",1103.43
"S520095","7",1687.8400000000001
"S520095","6",1431.23
"S520095","9",2124.21
"S520095","20",4422.64
"S520095","8",1974.2000000000003
"B490170","30",5789.599999999999
"B490170","28",5221.889999999999
"B490170","29",5407.709999999999
"B490170","60",13055.109999999999
"B490170","61",13175.96
"B490170","62",13466.269999999999
"B490170","63",13702.81
"B490170","64",13822.59
"B490170","35",7142.669999999998
"B490170","34",6866.269999999999
"B490170","24",4256.32
"B490170","25",4471.65
"B490170","26",4729.17
"B490170","27",4962.74
"B490170","20",3408.89
"B490170","21",3607.44
"B490170","48",10534.26
"B490170","49",10725.16
"B490170","46",10054.81
"B490170","23",4163.66
"B490170","44",9553.4
"B490170","45",9789.38
"B490170","42",9029.14
"B490170","43",9299.93
"B490170","40",8496.39
"B490170","41",8772.0
"B490170","1",187.95
"B490170","3",552.49
"B490170","2",366.69
"B490170","5",895.25
"B490170","4",696.09
"B490170","7",1205.28
"B490170","6",1053.24
"B490170","9",1605.15
"B490170","8",1334.5
"B490170","18",3104.05
"B490170","13",2333.7000000000003
"B490170","12",2163.6400000000003
"B490170","17",3011.4100000000003
"B490170","15",2657.59
"B490170","32",6280.649999999999
"B490170","58",12690.739999999998
"B490170","11",1911.4800000000002
"B490170","10",1705.2800000000002
"B490170","39",8205.519999999999
"B490170","38",7971.539999999998
"B490170","59",12907.019999999999
"B490170","22",3809.29
"B490170","14",2495.82
"B490170","16",2873.3500000000004
"B490170","19",3244.73
"B490170","54",11656.009999999998
"B490170","31",6064.619999999999
"B490170","56",12049.96
"B490170","51",11169.89
